NOM_CARRER,DISTRICTE,SECC_CENS,BARRI,DPOSTAL
Arimon,5,44,25,8022
Arimon,5,42,25,8022
Ariosto,6,11,28,8035
Ariosto,6,11,28,8035
Arítjols,8,90,52,8016
Arítjols,8,99,52,8016
Arítjols,8,100,52,8016
Arítjols,8,93,52,8016
Arítjols,8,91,52,8016
Arítjols,8,99,52,8016
Arizala,3,81,17,8028
Arizala,4,40,20,8028
Arizala,4,41,20,8028
Arizala,4,39,20,8028
Arizala,3,81,17,8028
Arizala,4,40,20,8028
Arizala,4,39,20,8028
Arlet,1,25,2,8002
Arlet,1,26,2,8002
Arlet,1,25,2,8002
Arlet,1,26,2,8002
Armengol,1,53,4,8003
Armengol,1,53,4,8003
Harmonia,7,97,40,8035
Harmonia,7,96,40,8035
Harmonia,7,97,40,8035
Harmonia,7,96,40,8035
Arnau d'Oms,8,14,44,8016
Arnau d'Oms,8,24,45,8016
Arnau d'Oms,8,15,44,8016
Arnau d'Oms,8,16,44,8016
Arnau d'Oms,8,23,45,8016
Arnau d'Oms,9,76,62,8027
Arnau,8,5,44,8031
Arnau,8,5,44,8031
Arnau Bargués,10,86,70,8019
Arnau Bargués,10,86,70,8019
Arnes,3,25,12,8038
Arnes,3,25,12,8038
Arnús i de Garí,4,56,21,8034
Arnús i de Garí,4,56,21,8034
Vall d'Aro,8,103,53,8033
Vall d'Aro,8,104,53,8033
Aroles,1,28,2,8002
Aroles,1,28,2,8002
Arquímedes,9,36,60,8030
Arquímedes,9,35,60,8030
Arquímedes,9,36,60,8030
Arquímedes,9,35,60,8030
Arquímedes,9,40,60,8030
August Font,6,9,28,8035
August Font,5,33,25,8035
August Font,6,9,28,8035
Arquit Martorell,7,94,40,8035
Arquitecte Mas,5,9,23,8034
Arquitecte Mas,5,9,23,8034
Ptge Arq Millàs,8,15,44,8016
Ptge Arq Millàs,8,15,44,8016
Arquitectura,7,94,40,8035
Arquitectura,7,94,40,8035
Arquitectura,7,95,40,8035
Arquitectura,7,94,40,8035
Arquitectura,7,95,40,8035
Arquitectura,7,97,40,8035
Escull,5,9,23,8034
Penedides,1,5,1,8001
Penedides,1,5,1,8001
Ptge Arriassa,10,138,73,8020
Ptge Arriassa,10,138,73,8020
Pl Traginers,1,26,2,8002
Pl Traginers,1,26,2,8002
Artà,8,27,45,8016
Artà,8,30,45,8016
Art,7,43,35,8041
Art,7,33,35,8041
Art,7,37,35,8041
Art,7,43,35,8041
Art,7,33,35,8041
Art,7,32,35,8041
Ptge Artemis,9,84,63,8027
Ptge Artemis,9,84,63,8027
Artés,8,116,56,8033
Artés,8,116,56,8033
Artesa de Segre,5,44,25,8022
Artesa de Segre,5,44,25,8022
Artesania,8,83,52,8016
Artesania,8,57,48,8042
Artesania,8,64,49,8042
Artesania,8,65,50,8042
Artesania,8,83,52,8016
Artesania,8,82,51,8042
Artesania,8,81,51,8042
Artesania,8,79,51,8042
Artesania,8,78,51,8042
Artesania,8,73,50,8042
Artesania,8,72,50,8042
Artesania,8,65,50,8042
Artesania,8,69,50,8042
Pl Artós,5,12,23,8017
Pl Artós,5,23,24,8017
Pl Artós,5,16,23,8034
Pl Artós,5,15,23,8034
Pl Artós,5,23,24,8017
Pl Artós,5,16,23,8034
Pl Artós,5,15,23,8034
Pl Artós,5,12,23,8034
Ascó,3,25,12,8038
Ascó,3,25,12,8038
Ases,1,45,4,8003
Ases,1,45,4,8003
Assaonadors,1,48,4,8003
Assaonadors,1,54,4,8003
Assaonadors,1,48,4,8003
Pl Assemblea Catal,9,57,61,8027
Drassana,1,32,3,8003
Drassana,1,32,3,8003
Astúries,6,39,31,8012
Astúries,6,52,31,8012
Astúries,6,51,31,8012
Astúries,6,52,31,8012
Ptge Talaia,5,5,23,8017
Ptge Talaia,5,5,23,8017
Drec Vallvidrera,5,5,23,8017
Drec Vallvidrera,5,4,23,8017
Drec Vallvidrera,5,2,22,8017
Drec Vallvidrera,5,3,22,8017
Ataülf,1,27,2,8002
Ataülf,1,27,2,8002
Atenes,5,79,26,8006
Atenes,5,77,26,8006
Atenes,5,77,26,8006
Atlàntida,1,37,3,8003
Atlàntida,1,38,3,8003
Atlàntida,1,34,3,8003
Atlàntida,1,41,3,8003
Atlàntida,1,39,3,8003
Atlàntida,1,34,3,8003
Atlàntida,1,32,3,8003
Atlàntida,1,32,3,8003
Ptge Àtom,5,1,22,8017
Ptge Àtom,5,1,22,8017
Ocells,1,53,4,8003
Ocells,1,53,4,8003
Auger,10,89,70,8019
Auger,10,89,70,8019
Via Augusta,5,71,26,8006
Via Augusta,5,73,26,8006
Via Augusta,5,71,26,8006
Via Augusta,5,73,26,8006
Via Augusta,5,63,26,8021
Via Augusta,5,62,26,8021
Via Augusta,5,53,26,8021
Via Augusta,5,12,23,8017
Via Augusta,5,11,23,8017
Via Augusta,5,8,23,8017
Via Augusta,5,7,23,8017
Via Augusta,6,43,31,8006
Via Augusta,6,42,31,8006
Via Augusta,6,41,31,8006
Via Augusta,5,75,26,8006
Via Augusta,5,76,26,8006
Via Augusta,5,51,26,8021
Via Augusta,5,52,26,8021
Via Augusta,5,25,24,8017
Via Augusta,5,27,24,8017
Via Augusta,5,28,24,8017
Via Augusta,5,68,26,8006
Via Augusta,5,74,26,8021
Via Augusta,5,8,23,8017
Via Augusta,5,24,24,8017
Via Augusta,6,44,31,8006
Via Augusta,5,81,27,8006
Via Augusta,5,49,26,8021
Aulèstia i Pijoan,6,41,31,8012
Aulèstia i Pijoan,6,40,31,8012
Aurora,1,8,1,8001
Aurora,1,10,1,8001
Ausiàs Marc,2,76,7,8010
Ausiàs Marc,2,73,7,8010
Ausiàs Marc,2,6,5,8010
Ausiàs Marc,2,4,5,8013
Ausiàs Marc,2,9,5,8013
Ausiàs Marc,2,11,5,8013
Ausiàs Marc,2,75,7,8010
Ausiàs Marc,2,74,7,8010
Ausiàs Marc,2,6,5,8010
Ausiàs Marc,2,2,5,8013
Ausiàs Marc,2,3,5,8013
Ausiàs Marc,2,12,5,8013
Ausiàs Marc,2,3,5,8013
Ausiàs Marc,2,12,5,8013
Ausiàs Marc,2,5,5,8013
Ausona,9,4,57,8033
Ausona,9,2,57,8033
Ausona,9,3,57,8033
Ausona,9,1,57,8033
Ausona,9,2,57,8033
Ausona,9,1,57,8033
Ave Maria,1,28,2,8002
Ave Maria,1,28,2,8002
Avellà,1,47,4,8003
Avellà,1,47,4,8003
Aviació,4,22,19,8029
Aviació,4,22,19,8029
Aviador Durán,3,33,13,8038
Aviador Durán,3,33,13,8038
Mecànic Pablo Rada,3,33,13,8038
Mecànic Pablo Rada,3,33,13,8038
Aviador Ruiz Alda,3,33,13,8038
Aviador Ruiz Alda,3,33,13,8038
Jiménez i Iglesias,4,52,21,8034
Jiménez i Iglesias,4,52,21,8034
Àvila,10,52,67,8005
Àvila,10,43,66,8005
Àvila,10,42,66,8018
Àvila,10,56,68,8005
Àvila,10,42,66,8018
Avinyonet,8,108,54,8033
Avinyonet,8,108,54,8033
Avinyó,1,25,2,8002
Avinyó,1,27,2,8002
Avinyó,1,28,2,8002
Avinyó,1,29,2,8002
Avinyó,1,31,2,8002
Avió Plus Ultra,5,8,23,8017
Avió Plus Ultra,5,7,23,8017
Avió Plus Ultra,5,8,23,8017
Avió Plus Ultra,5,7,23,8017
Ptge Aymà,10,59,68,8005
Ptge Aymà,10,59,68,8005
Ajuntament,9,25,60,8030
Ajuntament,9,25,60,8030
Açores,9,59,61,8027
Açores,9,59,61,8027
Pl Otero Pedrayo,8,33,45,8016
Pl Otero Pedrayo,8,31,45,8016
Pl Otero Pedrayo,8,32,45,8016
Pl Otero Pedrayo,8,33,45,8016
Pl Otero Pedrayo,8,31,45,8016
Pl Otero Pedrayo,8,32,45,8016
Pl Otero Pedrayo,8,33,45,8016
B Zona Franca,3,25,12,8040
B Zona Franca,3,25,12,8040
Bacardí,3,75,17,8028
Bacardí,3,74,17,8028
Bacardí,3,75,17,8028
Bacardí,3,74,17,8028
Ptge Bacardí,1,29,2,8002
Ptge Bacardí,1,29,2,8002
Pl Bacardí,7,122,43,8031
Pl Bacardí,7,123,43,8031
Pl Bacardí,7,122,43,8031
Pl Bacardí,7,123,43,8031
Bac de Roda,10,78,69,8005
Bac de Roda,10,72,68,8005
Bac de Roda,10,73,68,8005
Bac de Roda,10,75,68,8005
Bac de Roda,10,69,68,8005
Bac de Roda,10,100,71,8018
Bac de Roda,10,107,72,8018
Bac de Roda,10,113,72,8018
Bac de Roda,10,78,69,8019
Bac de Roda,10,77,69,8019
Bac de Roda,10,94,71,8019
Bac de Roda,10,95,71,8019
Bac de Roda,10,101,71,8020
Bac de Roda,10,108,72,8020
Bac de Roda,10,110,72,8020
Bac de Roda,10,112,72,8020
Bac de Roda,10,74,68,8005
Bac de Roda,10,110,72,8018
Bac de Roda,10,76,69,8019
Bac de Roda,10,106,72,8020
Badajoz,10,56,68,8005
Badajoz,10,42,66,8018
Badajoz,10,42,66,8018
Badajoz,10,56,68,8005
Rbla Badal,3,64,16,8014
Rbla Badal,3,66,16,8014
Rbla Badal,3,69,16,8014
Rbla Badal,3,72,17,8028
Rbla Badal,3,73,17,8028
Rbla Badal,3,64,16,8014
Rbla Badal,3,65,16,8014
Rbla Badal,3,68,16,8014
Rbla Badal,3,69,16,8014
Rbla Badal,3,98,18,8014
Rbla Badal,3,95,18,8028
Rbla Badal,3,71,17,8028
Rbla Badal,3,67,16,8014
Rbla Badal,3,97,18,8028
Ptge Badal,3,70,17,8028
Ptge Badal,3,71,17,8028
Badalona,3,108,18,8014
Badalona,3,109,18,8014
Badalona,3,109,18,8014
Badalona,3,107,18,8014
Badalona,3,108,18,8014
Badalona,3,107,18,8014
Badalona,3,108,18,8014
Badia,6,39,31,8012
Badia,6,39,31,8012
Badosa,8,91,52,8016
Badosa,8,92,52,8016
Badosa,8,93,52,8016
Badosa,8,92,52,8016
Badosa,8,93,52,8016
Begur,3,73,17,8028
Begur,3,71,17,8028
Begur,3,74,17,8028
Begur,3,72,17,8028
Begur,3,71,17,8028
Begur,3,70,17,8028
Begur,3,72,17,8028
Bailèn,2,74,7,8010
Bailèn,2,73,7,8010
Bailèn,2,71,7,8009
Bailèn,2,70,7,8009
Bailèn,2,65,7,8009
Bailèn,2,62,7,8009
Bailèn,2,60,7,8037
Bailèn,6,58,31,8037
Bailèn,6,59,31,8037
Bailèn,2,74,7,8010
Bailèn,2,73,7,8010
Bailèn,2,69,7,8009
Bailèn,2,65,7,8009
Bailèn,2,57,7,8037
Bailèn,2,58,7,8037
Bailèn,6,68,32,8037
Bailèn,6,64,32,8037
Bailèn,2,58,7,8037
Bailèn,2,62,7,8009
Bailèn,2,72,7,8009
Ptge Baix del Turó,7,29,35,8041
Ptge Baix del Turó,7,29,35,8041
Baix de Mariner,7,118,43,8032
Baix de Mariner,7,118,43,8032
Sant Pere Més Baix,1,50,4,8003
Sant Pere Més Baix,1,51,4,8003
Sant Pere Més Baix,1,49,4,8003
Sant Pere Més Baix,1,53,4,8003
Balboa,1,42,3,8003
Balboa,1,36,3,8003
Balboa,1,42,3,8003
Balboa,1,36,3,8003
Balcells,6,86,32,8024
Balcells,6,85,32,8024
Baldiri Reixac,4,49,20,8028
Baldiri Reixac,4,49,20,8028
Baldomer Girona,7,91,39,8035
Baldomer Girona,7,91,39,8035
Balears,6,4,28,8023
Balears,6,13,29,8023
Balears,6,4,28,8023
Balears,6,13,29,8023
Balenyà,8,108,54,8033
Balenyà,8,108,54,8033
Baliarda,9,41,60,8030
Baliarda,9,41,60,8030
Ptge Baliarda,9,41,60,8030
Ptge Baliarda,9,41,60,8030
Balira,9,36,60,8030
Balira,9,37,60,8030
Balmes,2,77,7,8001
Balmes,2,91,8,8007
Balmes,2,90,8,8007
Balmes,2,89,8,8008
Balmes,2,90,8,8007
Balmes,2,89,8,8008
Balmes,2,88,8,8008
Balmes,2,84,8,8008
Balmes,2,85,8,8008
Balmes,5,67,26,8006
Balmes,5,69,26,8006
Balmes,5,70,26,8006
Balmes,5,71,26,8006
Balmes,5,75,26,8006
Balmes,5,77,26,8006
Balmes,5,38,25,8022
Balmes,5,37,25,8022
Balmes,5,35,25,8022
Balmes,2,77,7,8007
Balmes,2,79,7,8007
Balmes,2,81,7,8007
Balmes,2,83,7,8008
Balmes,5,68,26,8006
Balmes,2,83,7,8008
Balmes,5,68,26,8006
Balmes,5,71,26,8006
Balmes,5,81,27,8006
Balmes,5,80,27,8006
Balmes,5,87,27,8006
Balmes,5,92,27,8022
Balmes,5,93,27,8022
Balmes,5,94,27,8022
Voló,9,46,60,8030
Voló,9,48,60,8030
Balsareny,5,33,25,8022
Balsareny,5,32,25,8022
Basses Sant Pere,1,53,4,8003
Basses Sant Pere,1,53,4,8003
Baltasar Gracián,8,92,52,8016
Baltasar Gracián,8,91,52,8016
Baltasar Gracián,8,92,52,8016
Baltasar Gracián,8,93,52,8016
Baltasar Gracián,8,92,52,8016
Baltasar Gracián,8,93,52,8016
Baltasar Gracián,8,91,52,8016
Baltasar Samper,8,29,45,8016
Baltasar Samper,8,29,45,8016
Baluard,1,41,3,8003
Baluard,1,39,3,8003
Baluard,1,34,3,8003
Baluard,1,32,3,8003
Baluard,1,41,3,8003
Baluard,1,39,3,8003
Baluard,1,33,3,8003
Baluard,1,32,3,8003
Ballot,8,68,50,8042
Ballot,8,67,50,8042
Ballester,5,88,27,8023
Ballester,5,89,27,8023
Ballester,6,1,28,8023
Ballester,6,1,28,8023
Ballester,5,89,27,8023
Ptge Banca,1,30,2,8002
Ptge Banca,1,30,2,8002
Banyoles,6,59,31,8012
Banyoles,6,59,31,8012
Banys Nous,1,28,2,8002
Banys Nous,1,25,2,8002
Banys Vells,1,45,4,8003
Banys Vells,1,45,4,8003
Rambla,1,1,1,8001
Rambla,1,2,1,8002
Rambla,1,5,1,8002
Rambla,1,6,1,8002
Rambla,1,19,1,8002
Rambla,1,20,1,8002
Rambla,1,21,1,8002
Rambla,1,29,2,8002
Rambla,1,28,2,8002
Rambla,1,22,2,8002
Rambla,1,30,2,8002
Via Bàrcino,9,1,57,8033
Via Bàrcino,9,2,57,8033
Via Bàrcino,9,5,57,8033
Via Bàrcino,9,2,57,8033
Via Bàrcino,9,5,57,8033
Via Bàrcino,9,4,57,8033
Barnola,9,11,59,8030
Barnola,9,11,59,8030
Baró de la Barre,6,12,28,8023
Baró de la Barre,6,12,28,8023
Baró d'Esponellà,8,12,44,8031
Baró d'Esponellà,8,10,44,8031
Baró d'Esponellà,8,11,44,8031
Ptge Baró de Griñó,3,102,18,8014
Ptge Baró de Griñó,3,102,18,8014
Baró de Sant Lluís,7,24,34,8024
Baró de Sant Lluís,7,25,34,8024
Baró de Sant Lluís,7,25,34,8024
Gru Baron de Viver,9,7,58,8030
Gru Baron de Viver,9,7,58,8030
Barra de Ferro,1,45,4,8003
Barra de Ferro,1,46,4,8003
Barra de Ferro,1,45,4,8003
Barri Vermell,9,15,59,8030
Barri Vermell,9,14,59,8030
Barri Vermell,9,15,59,8030
Bar Pekin,10,81,70,8019
Bar Pekin,10,81,70,8019
Bartrina,9,35,60,8030
Bartrina,9,34,60,8030
Bartrina,9,40,60,8030
Bartrina,9,35,60,8030
Bartrina,9,36,60,8030
Basea,1,46,4,8003
Basea,1,46,4,8003
Bassegoda,3,79,17,8028
Bassegoda,3,80,17,8028
Bassegoda,3,79,17,8028
Bassegoda,3,80,17,8028
Bassols,10,14,64,8026
Bassols,10,17,64,8026
Bassols,10,14,64,8026
Batet,7,62,37,8032
Batet,7,62,37,8032
Batista,10,65,68,8005
Batista,10,65,68,8005
Ptge Batlló,2,103,8,8036
Ptge Batlló,2,103,8,8036
Batllori,8,76,51,8042
Batllori,8,77,51,8042
Batllori,8,75,51,8042
Batllori,8,77,51,8042
Colònia Bausili,3,25,12,8038
Colònia Bausili,3,25,12,8038
Beates,1,49,4,8003
Beates,1,49,4,8003
Pl Beates,1,49,4,8003
Pl Beates,1,49,4,8003
Beat Almató,6,13,29,8023
Beat Almató,6,14,29,8023
Beat Almató,6,15,29,8023
Beat Almató,6,13,29,8023
Beat Almató,6,17,29,8023
Beat Almató,6,15,29,8023
Pare Miquel Sarrià,5,9,23,8034
Pare Miquel Sarrià,5,9,23,8034
Beat Simó,1,29,2,8002
Beat Simó,1,29,2,8002
Beatriu,7,71,37,8032
Beatriu,7,72,37,8032
Av J. V. Foix,5,6,23,8034
Av J. V. Foix,5,6,23,8034
Av J. V. Foix,5,10,23,8034
Av J. V. Foix,5,9,23,8034
Av J. V. Foix,5,7,23,8034
Beethoven,5,57,26,8021
Beethoven,5,59,26,8021
Beethoven,5,58,26,8021
Begònia,3,42,14,8004
Begònia,3,42,14,8004
Béjar,3,47,15,8014
Béjar,3,49,15,8014
Béjar,3,48,15,8014
Béjar,3,47,15,8014
Béjar,3,48,15,8014
Betlem,6,38,31,8012
Betlem,6,36,31,8012
Betlem,6,38,31,8012
Betlem,6,36,31,8012
Bellafila,1,26,2,8002
Bellafila,1,26,2,8002
Pl Bellavista,5,5,23,8017
Pl Bellavista,5,5,23,8017
Ptge Bellavista,5,1,22,8017
Ptge Bellavista,5,1,22,8017
Camí Bellavista,5,1,22,8017
Camí Bellavista,5,1,22,8017
Bellcaire,8,48,47,8031
Bellcaire,8,49,47,8031
Bellcaire,8,48,47,8031
Bellcaire,8,49,47,8031
Bellesguard,5,32,25,8022
Bellesguard,5,32,25,8022
Bellmunt,9,11,59,8030
Bellmunt,9,11,59,8030
Bellprat,8,109,54,8033
Bellprat,8,109,54,8033
Bellver,6,36,31,8012
Bellver,6,36,31,8012
Benavent,4,40,20,8028
Benavent,4,39,20,8028
Benavent,4,38,20,8028
Benavent,4,39,20,8028
Benedetti,5,4,23,8017
Benedetti,5,32,25,8017
Benedetti,5,32,25,8017
Pl Benet XV,5,8,23,8017
Pl Benet XV,5,8,23,8017
Benet Mateu,5,18,23,8034
Benet Mateu,5,19,23,8034
Benet Mateu,5,16,23,8034
Benet Mateu,5,16,23,8034
Benevent,10,82,70,8019
Benevent,10,82,70,8019
Benet Mercadé,6,41,31,8012
Benet Mercadé,6,42,31,8012
Benet Mercadé,6,42,31,8012
Benet Mercadé,6,41,31,8012
Benlliure,7,95,40,8035
Benlliure,7,94,40,8035
Benlliure,7,95,40,8035
Pl Berenguer Gran,1,25,2,8002
Pl Berenguer Gran,1,25,2,8002
Berenguer Mallol,1,35,3,8003
Berenguer Mallol,1,35,3,8003
Berenguer de Palou,9,62,61,8027
Berenguer de Palou,9,61,61,8027
Berenguer de Palou,9,62,61,8027
Berenguer de Palou,9,61,61,8027
Berenguer de Palou,9,63,61,8027
Berenguer de Palou,9,63,61,8027
R Berenguer Vell,1,1,1,8001
R Berenguer Vell,1,1,1,8001
Beret,8,47,46,8031
Beret,8,48,47,8031
Beret,8,47,46,8031
Beret,8,47,46,8031
Beret,8,41,46,8031
Berga,6,42,31,8012
Berga,6,41,31,8012
Berga,6,41,31,8012
Berga,6,42,31,8012
Berguedà,4,13,19,8029
Berguedà,4,22,19,8029
Berguedà,4,13,19,8029
Berguedà,4,22,19,8029
Bergnes Casas,7,5,33,8025
Bergnes Casas,7,5,33,8025
Berlín,4,5,19,8014
Berlín,4,4,19,8014
Berlín,4,3,19,8029
Berlín,3,112,18,8014
Berlín,3,113,18,8029
Berlín,3,114,18,8029
Berlín,4,1,19,8029
Berlinès,5,78,26,8006
Berlinès,5,41,25,8022
Berlinès,5,41,25,8022
Berlinès,5,77,26,8006
Bermejo,10,81,70,8019
Bermejo,10,81,70,8019
Berna,5,84,27,8006
Berna,5,89,27,8023
Berna,5,84,27,8006
Berna,5,89,27,8023
Ptge B Martorell,1,7,1,8001
Ptge B Martorell,1,7,1,8001
Bernat Bransi,7,79,37,8032
Bernat Bransi,7,79,37,8032
Bernat Bransi,7,76,37,8032
Bernat Martorell,10,87,70,8019
Bernat Martorell,10,86,70,8019
Bernat Martorell,10,86,70,8019
Bernat Desclot,10,87,70,8019
Bernat Desclot,10,87,70,8019
Ptge B Fenollar,7,42,35,8041
Ptge B Fenollar,7,42,35,8041
Bernat Metge,10,88,70,8020
Bernat Metge,10,87,70,8019
Bernat Metge,10,87,70,8019
Berruguete,7,100,41,8035
Berruguete,7,99,41,8035
Berruguete,7,100,41,8035
Berruguete,7,98,41,8035
Bertran,5,92,27,8023
Bertran,5,93,27,8023
Bertran,5,94,27,8023
Bertran,5,92,27,8023
Bertran,5,93,27,8023
Bertran,5,92,27,8023
Bertran,5,97,27,8023
Bertrand i Serra,5,47,25,8022
Bertrand i Serra,5,47,25,8022
Besalú,10,23,64,8026
Besalú,10,22,64,8026
Besalú,10,2,64,8026
Besalú,10,1,64,8026
Besalú,10,23,64,8026
Besalú,10,24,64,8026
Besalú,10,2,64,8026
Besalú,10,1,64,8026
Besòs,7,86,38,8035
Besòs,7,85,38,8035
Besòs,7,84,38,8035
Besòs,7,86,38,8035
Besòs,7,84,38,8035
Betània,6,10,28,8023
Betània,6,10,28,8023
Béthencourt,3,109,18,8014
Béthencourt,3,109,18,8014
Besiers,10,86,70,8019
Besiers,10,86,70,8019
Bigai,5,45,25,8022
Bigai,5,45,25,8022
Ptge Bigai,5,45,25,8022
Ptge Bigai,5,45,25,8022
Bilbao,10,60,68,8005
Bilbao,10,62,68,8005
Bilbao,10,63,68,8005
Bilbao,10,65,68,8005
Bilbao,10,68,68,8018
Bilbao,10,96,71,8018
Bilbao,10,97,71,8018
Bilbao,10,98,71,8018
Bilbao,10,36,65,8018
Bilbao,10,33,65,8018
Bilbao,10,32,65,8018
Bilbao,10,71,68,8005
Bilbao,10,70,68,8005
Bilbao,10,69,68,8005
Bilbao,10,100,71,8018
Bilbao,10,99,71,8018
Bilbao,10,35,65,8018
Bilbao,10,33,65,8018
Biosca,9,11,59,8030
Biosca,9,11,59,8030
Bisbal,7,38,35,8041
Bisbal,7,37,35,8041
Bisbal,7,37,35,8041
Bismarck,7,24,34,8024
Bismarck,7,25,34,8024
Bismarck,7,22,34,8024
Ptge Bismarck,7,24,34,8024
Ptge Bismarck,7,25,34,8024
Ptge Blada,5,5,23,8017
Ptge Blada,5,5,23,8017
Rier Blanca Sarrià,5,6,23,8034
Rier Blanca Sarrià,5,6,23,8034
Blanco,3,91,18,8028
Blanco,3,94,18,8028
Blanco,3,91,18,8028
Blanco,3,94,18,8028
Bda Blanes,5,91,27,8023
Blanqueria,1,48,4,8003
Blanqueria,1,48,4,8003
Blasco de Garay,3,12,11,8004
Blasco de Garay,3,13,11,8004
Blasco de Garay,3,24,11,8004
Blasco de Garay,3,10,11,8004
Blasco de Garay,3,11,11,8004
Blasco de Garay,3,24,11,8004
Pl Sortidor,3,11,11,8004
Pl Sortidor,3,24,11,8004
Pl Sortidor,3,11,11,8004
Pl Sortidor,3,11,11,8004
Pl Sortidor,3,24,11,8004
Pl Sortidor,3,13,11,8004
Pl Sortidor,3,13,11,8004
Blai,3,14,11,8004
Blai,3,12,11,8004
Blai,3,10,11,8004
Blai,3,15,11,8004
Blai,3,12,11,8004
Blai,3,10,11,8004
Blai,3,17,11,8004
Blesa,3,22,11,8004
Blesa,3,17,11,8004
Blesa,3,17,11,8004
Blesa,3,18,11,8004
Boada,8,85,52,8016
Boada,8,84,52,8016
Bòbila,3,7,11,8004
Bòbila,3,2,11,8004
Ptge Bocabella,2,68,7,8013
Ptge Bocabella,2,68,7,8013
Bofarull,9,95,63,8027
Bofarull,9,90,63,8027
Bofarull,9,92,63,8027
Bofarull,9,95,63,8027
Bofarull,9,92,63,8027
Bofarull,9,93,63,8027
Ptge Bofarull,9,64,61,8027
Ptge Bofarull,9,63,61,8027
Ptge Bofill,2,50,6,8013
Ptge Bofill,2,50,6,8013
Av Bogatell,10,55,67,8005
Av Bogatell,10,53,67,8005
Av Bogatell,10,52,67,8005
Av Bogatell,10,55,67,8005
Av Bogatell,10,53,67,8005
Av Bogatell,10,52,67,8005
Av Bogatell,10,51,67,8005
Av Bogatell,10,50,66,8005
Bohemis,5,1,22,8017
Bohemis,5,1,22,8017
Bolívar,6,1,28,8023
Bolívar,6,1,28,8023
Bolívia,10,42,66,8018
Bolívia,10,97,71,8018
Bolívia,10,101,71,8020
Bolívia,10,89,70,8019
Bolívia,10,43,66,8018
Bolívia,10,42,66,8018
Bolívia,10,100,71,8018
Bolívia,10,101,71,8020
Bolívia,10,94,71,8019
Bolívia,10,89,70,8019
Bolívia,10,100,71,8018
Bolívia,10,96,71,8018
Boltres,1,31,2,8002
Boltres,1,31,2,8002
Bonaire,1,45,4,8003
Bonaire,1,43,4,8003
Pg Bonanova,5,45,25,8022
Pg Bonanova,5,46,25,8022
Pg Bonanova,5,30,24,8022
Pg Bonanova,5,29,24,8017
Pg Bonanova,5,28,24,8017
Pg Bonanova,5,8,23,8017
Pg Bonanova,5,31,25,8022
Pg Bonanova,5,8,23,8017
Pl Bonanova,5,32,25,8022
Pl Bonanova,5,39,25,8022
Pl Bonanova,5,40,25,8022
Pl Bonanova,5,45,25,8022
Pl Bonanova,5,31,25,8022
Pl Bonanova,5,32,25,8022
Pl Bonanova,5,39,25,8022
Pl Bonanova,5,40,25,8022
Pl Bonanova,5,45,25,8022
Pl Bonanova,5,31,25,8022
Bonaplata,5,13,23,8034
Bonaplata,5,12,23,8034
Bonaplata,5,13,23,8034
Bonaplata,5,15,23,8034
Ptge Boné,7,7,33,8025
Ptge Boné,7,7,33,8025
Bonsoms,3,75,17,8028
Bonsoms,3,76,17,8028
Bonsoms,3,77,17,8028
Bonsoms,3,75,17,8028
Bonsoms,3,76,17,8028
Bonsoms,3,77,17,8028
Bonveí,3,79,17,8028
Bonveí,3,79,17,8028
Boquer,1,47,4,8003
Boquer,1,47,4,8003
Boqueria,1,28,2,8002
Boqueria,1,28,2,8002
Pla Boqueria,1,28,2,8002
Pla Boqueria,1,28,2,8002
Av Quinze,8,9,44,8031
Av Quinze,8,12,44,8031
Av Quinze,8,11,44,8031
Av Quinze,8,12,44,8016
Av Quinze,8,13,44,8016
Ctra Bordeta,3,54,15,8014
Ctra Bordeta,3,55,15,8014
Ctra Bordeta,3,57,16,8014
Ctra Bordeta,3,53,15,8014
Ctra Bordeta,3,52,15,8014
Ctra Bordeta,3,51,15,8014
Bordils,8,48,47,8031
Bordils,8,48,47,8031
Borgonya,8,50,48,8042
Borgonya,8,50,48,8042
Ptge Bori,10,57,68,8005
Ptge Bori,10,57,68,8005
Bori i Fontestà,5,58,26,8021
Bori i Fontestà,5,57,26,8021
Bori i Fontestà,5,21,24,8017
Bori i Fontestà,5,56,26,8021
Bori i Fontestà,5,21,24,8017
Bòria,1,47,4,8003
Bòria,1,47,4,8003
Borges Blanques,8,89,52,8016
Borges Blanques,8,89,52,8016
Pg Born,1,45,4,8003
Pg Born,1,44,4,8003
Pg Born,1,45,4,8003
Pg Born,1,44,4,8003
Borràs,8,85,52,8016
Borràs,8,86,52,8016
Borràs,8,85,52,8016
Borràs,8,86,52,8016
Pl Borràs,5,7,23,8017
Pl Borràs,5,5,23,8017
Pl Borràs,5,7,23,8017
Pl Borràs,5,5,23,8017
Pl Borràs,5,4,23,8017
Ptge Borrell,10,75,68,8005
Ptge Borrell,10,74,68,8005
Bosch,5,68,26,8006
Bosch,5,68,26,8006
Bosch i Alsina,5,33,25,8022
Ptge Bosch Labrús,10,66,68,8005
Ptge Bosch Labrús,10,66,68,8005
Bosc,5,4,23,8017
Bosc,5,4,23,8017
Pl Boston,5,78,26,8006
Bot,1,22,2,8002
Bot,1,22,2,8002
Botella,1,11,1,8001
Botella,1,11,1,8001
Boters,1,23,2,8002
Boters,1,28,2,8002
Bou de Sant Pere,1,50,4,8003
Bou de Sant Pere,1,50,4,8003
Bragança,7,102,42,8035
Bragança,7,102,42,8035
