NOM_CARRER,DISTRICTE,SECC_CENS,BARRI,DPOSTAL
Valentí Iglésias,9,37,60,8030
Valentí Iglésias,9,30,60,8030
Valentí Iglésias,9,31,60,8030
Valero,5,54,26,8021
Valero,5,54,26,8021
Valeta d'Arquer,5,32,25,8017
Valeta d'Arquer,5,32,25,8017
Vallseca,7,22,34,8024
Vallseca,7,20,34,8024
Ptge Vallseca,7,20,34,8024
Ptge Vallseca,7,20,34,8024
Valladolid,3,108,18,8014
Valladolid,3,107,18,8014
Valladolid,3,108,18,8014
Valladolid,3,107,18,8014
Av Vallbona,8,108,54,8033
Av Vallbona,8,107,53,8033
Av Vallbona,8,108,54,8033
Av Vallbona,8,107,53,8033
Vallcivera,8,112,55,8033
Vallcivera,8,108,54,8033
Vallcivera,8,112,55,8033
Vallcivera,8,109,54,8033
Vallcivera,8,112,55,8033
Vallcivera,8,111,55,8033
Vallcivera,8,112,55,8033
Pablo Iglesias,8,91,52,8016
Pablo Iglesias,8,90,52,8016
Pablo Iglesias,8,102,52,8016
Pablo Iglesias,8,101,52,8016
Pablo Iglesias,8,91,52,8016
Pablo Iglesias,8,90,52,8016
Pablo Iglesias,8,100,52,8016
Pablo Iglesias,8,101,52,8016
Germans Desvalls,7,103,43,8035
Germans Desvalls,7,103,43,8035
Pg Valldaura,7,103,43,8031
Pg Valldaura,8,59,48,8042
Pg Valldaura,8,58,48,8042
Pg Valldaura,8,56,48,8042
Pg Valldaura,8,57,48,8042
Pg Valldaura,8,56,48,8042
Pg Valldaura,8,57,48,8042
Pg Valldaura,8,83,52,8016
Pg Valldaura,8,84,52,8016
Pg Valldaura,8,92,52,8016
Pg Valldaura,7,111,43,8031
Pg Valldaura,7,109,43,8031
Pg Valldaura,7,103,43,8031
Pg Valldaura,7,104,43,8042
Pg Valldaura,8,51,48,8042
Pg Valldaura,8,52,48,8042
Pg Valldaura,8,53,48,8042
Pg Valldaura,8,54,48,8042
Pg Valldaura,8,53,48,8042
Pg Valldaura,8,54,48,8042
Pg Valldaura,8,55,48,8042
Pg Valldaura,8,31,45,8016
Pg Valldaura,8,30,45,8016
Pg Valldaura,8,29,45,8016
Pg Valldaura,8,33,45,8016
Valldemossa,8,36,45,8016
Valldemossa,8,27,45,8016
Valldemossa,8,35,45,8016
Valldemossa,8,34,45,8016
Valldemossa,8,35,45,8016
Valldonzella,1,18,1,8001
Valldonzella,1,16,1,8001
Valldonzella,1,21,1,8001
Valldonzella,1,16,1,8001
Valldonzella,1,20,1,8001
Valldoreix,6,19,30,8024
Valldoreix,6,21,30,8024
Valldoreix,6,20,30,8024
Valldoreix,6,21,30,8024
Vall d'Aran,9,53,60,8030
Vall d'Aran,9,52,60,8030
Pl Vall d'Hebron,7,84,38,8035
Pg Vall d'Hebron,6,10,28,8035
Pg Vall d'Hebron,7,89,39,8035
Pg Vall d'Hebron,7,94,40,8035
Pg Vall d'Hebron,7,97,40,8035
Pg Vall d'Hebron,7,103,43,8035
Pg Vall d'Hebron,6,10,28,8023
Pg Vall d'Hebron,6,11,28,8023
Pg Vall d'Hebron,7,88,38,8035
Pg Vall d'Hebron,7,101,41,8035
Pg Vall d'Hebron,7,100,41,8035
Pg Vall d'Hebron,7,103,43,8035
Pg Vall d'Hebron,6,6,28,8023
Pg Vall d'Hebron,7,96,40,8035
Pg Vall d'Hebron,6,9,28,8035
Pg Vall d'Hebron,7,84,38,8035
Pg Vall d'Hebron,7,98,41,8035
Vall d'Ordesa,8,46,46,8031
Vall d'Ordesa,8,47,46,8031
Vallès,9,50,60,8030
Vallès,9,51,60,8030
Vallès,9,50,60,8030
Vallès,9,51,60,8030
Vallespir,3,107,18,8014
Vallespir,3,109,18,8014
Vallespir,4,6,19,8014
Vallespir,4,7,19,8014
Vallespir,4,8,19,8014
Vallespir,4,9,19,8014
Vallespir,3,107,18,8014
Vallespir,3,111,18,8014
Vallespir,3,110,18,8014
Vallespir,4,5,19,8014
Vallespir,4,8,19,8014
Vallespir,4,9,19,8014
Vallespir,4,10,19,8014
Vallespir,3,110,18,8014
Vallespir,4,10,19,8014
Vallespir,4,7,19,8014
Vallfogona,6,53,31,8012
Vallfogona,6,53,31,8012
Vallhonrat,3,1,11,8004
Vallhonrat,3,3,11,8004
Vallirana,5,82,27,8006
Vallirana,5,85,27,8006
Vallirana,5,82,27,8006
Vallirana,5,84,27,8006
Vallirana,5,89,27,8023
Vallirana,5,89,27,8023
Vallmajor,5,54,26,8021
Vallmajor,5,52,26,8021
Vallmajor,5,50,26,8021
Vallmajor,5,54,26,8021
Vallmajor,5,53,26,8021
Vallmajor,5,52,26,8021
Vallmajor,5,53,26,8021
Vallmitjana,10,59,68,8005
Vallmitjana,10,59,68,8005
Valls,3,45,14,8004
Valls,3,42,14,8004
Valls,3,42,14,8004
Vallpar,6,9,28,8035
Vallpar,6,9,28,8035
Camí Vallvi Tibida,5,2,22,8017
Camí Vallvi Tibida,5,2,22,8017
Av Vallvidrera,5,5,23,8017
Av Vallvidrera,5,4,23,8017
Av Vallvidrera,5,5,23,8017
Camí Vallvidrera,5,4,23,8017
Camí Vallvidrera,5,2,22,8035
Camí Vallvidrera,5,4,23,8017
Ctra Vallv a Barna,5,2,22,8035
Ctra Vallv a Barna,5,2,22,8035
Escar,1,32,3,8039
Escar,1,32,3,8039
Varsòvia,7,44,35,8041
Varsòvia,7,45,35,8041
Varsòvia,7,46,35,8041
Varsòvia,7,33,35,8041
Varsòvia,7,31,35,8041
Varsòvia,7,32,35,8041
Varsòvia,7,37,35,8041
Varsòvia,7,38,35,8041
Varsòvia,7,46,35,8041
Varsòvia,7,31,35,8041
Varsòvia,7,32,35,8041
Varsòvia,7,31,35,8041
Varsòvia,7,32,35,8041
Varsòvia,7,37,35,8041
Varsòvia,7,38,35,8041
Bascònia,9,44,60,8030
Bascònia,9,43,60,8030
Bascònia,9,44,60,8030
Bascònia,9,42,60,8030
Vayreda,7,97,40,8035
Vayreda,7,95,40,8035
Vayreda,7,96,40,8035
Vayreda,7,95,40,8035
Vayreda,7,97,40,8035
Pl Vázquez Mella,3,84,17,8028
Veciana,6,11,28,8023
Veciana,6,11,28,8023
Sta Joaquima Vedru,7,42,35,8041
Sta Joaquima Vedru,7,42,35,8041
Veguer,1,25,2,8002
Veguer,1,25,2,8002
Vehils,10,32,65,8018
Vehils,10,32,65,8018
Pl Coll Finestrell,4,56,21,8034
Pl Coll Finestrell,4,56,21,8034
Vint-i-sis Gener,3,57,16,8014
Vint-i-sis Gener,3,51,15,8014
Vint-i-sis Gener,3,51,15,8014
Velázquez,6,1,28,8023
Velázquez,6,1,28,8023
Vèlia,9,75,62,8027
Vèlia,8,17,44,8027
Vèlia,8,16,44,8016
Vèlia,8,20,45,8016
Vèlia,8,21,45,8016
Vèlia,9,75,62,8027
Vèlia,8,17,44,8027
Vèlia,8,19,44,8016
Vèlia,8,20,45,8016
Verema,7,55,36,8032
Verema,7,55,36,8032
Vendrell,5,33,25,8022
Vendrell,5,33,25,8022
Venècia,7,112,43,8031
Venècia,7,111,43,8031
Venècia,7,112,43,8031
Venècia,7,111,43,8031
Venero,10,64,68,8005
Venero,10,63,68,8005
Veneçuela,10,94,71,8019
Veneçuela,10,95,71,8019
Veneçuela,10,94,71,8019
Veneçuela,10,93,70,8019
Veneçuela,10,90,70,8019
Veneçuela,10,93,70,8019
Veneçuela,10,90,70,8019
Veneçuela,10,94,71,8019
Ventalló,6,77,32,8025
Ventalló,6,78,32,8025
Ventalló,6,77,32,8025
Ventalló,6,78,32,8025
Ventalló,6,79,32,8025
Ventalló,6,79,32,8025
Ventura Rodríguez,7,99,41,8035
Ventura Rodríguez,7,100,41,8035
Ventura Rodríguez,7,100,41,8035
Venus,6,56,31,8012
Venus,6,58,31,8012
Venus,6,57,31,8012
Pl Veracruz,9,7,58,8030
Pl Veracruz,9,7,58,8030
Verdet,9,39,60,8030
Verdet,9,39,60,8030
Verdi,6,53,31,8012
Verdi,6,52,31,8012
Verdi,6,34,31,8012
Verdi,6,20,30,8024
Verdi,6,19,30,8024
Verdi,6,3,28,8024
Verdi,6,53,31,8012
Verdi,6,52,31,8012
Verdi,6,34,31,8012
Verdi,6,35,31,8012
Verdi,6,18,30,8024
Verdi,6,3,28,8024
Verdi,6,4,28,8024
Verdi,6,36,31,8012
Verdi,6,21,30,8024
Pg Verdum,8,215,48,8042
Pg Verdum,8,55,48,8042
Pg Verdum,8,36,45,8016
Pg Verdum,8,34,45,8016
Pg Verdum,8,33,45,8016
Pg Verdum,8,37,45,8016
Bergara,2,77,7,8007
Bergara,2,77,7,8002
Vergós,5,24,24,8017
Vergós,5,23,24,8017
Vergós,5,27,24,8017
Vergós,5,12,23,8017
Vergós,5,25,24,8017
Verneda,10,32,65,8018
Verneda,10,32,65,8018
Verneda,10,33,65,8018
Camí Verneda,10,138,73,8020
Camí Verneda,10,138,73,8020
Pg Verneda,10,138,73,8020
Pg Verneda,10,138,73,8020
Pg Verneda,10,137,73,8020
Pg Verneda,9,15,59,8030
Pg Verneda,9,15,59,8020
Pg Verneda,9,15,59,8020
Pl Verneda,10,135,73,8020
Camí Verns,5,1,22,8017
Camí Verns,5,1,22,8017
Verntallat,6,34,31,8024
Verntallat,6,35,31,8024
Verntallat,6,33,31,8024
Pl Verònica,1,27,2,8002
Pl Verònica,1,27,2,8002
Bertrellans,1,22,2,8002
Bertrellans,1,22,2,8002
Vesuvi,8,101,52,8016
Vesuvi,8,97,52,8016
Vesuvi,8,101,52,8016
Vesuvi,8,98,52,8016
Via Làctia,5,1,22,8017
Via Làctia,5,1,22,8017
Biada,6,36,31,8012
Biada,6,34,31,8012
Viad Vallcarca,6,6,28,8023
Viad Vallcarca,6,6,28,8023
Vicaria,1,40,3,8003
Vicaria,1,40,3,8003
Vicent López,7,52,36,8032
Vicent López,7,53,36,8032
Ptge Vicent Martín,4,45,20,8028
Ptge Vicent Martín,4,45,20,8028
Pl V Martorell,1,21,1,8001
Pl V Martorell,1,21,1,8001
Vicenç Montal,9,1,57,8033
Vicenç Montal,9,1,57,8033
Vico,5,49,26,8021
Vico,5,49,26,8021
Vico,5,50,26,8021
Pl Víctor Balaguer,1,46,4,8003
Pl Víctor Balaguer,1,46,4,8003
Pg Lluís Companys,1,55,4,8003
Pg Lluís Companys,1,53,4,8003
Pg Lluís Companys,1,52,4,8003
Pg Lluís Companys,2,74,7,8010
Pg Lluís Companys,1,55,4,8003
Pg Lluís Companys,1,55,4,8018
Av Pedralbes,4,53,21,8034
Av Pedralbes,4,55,21,8034
Av Pedralbes,4,56,21,8034
Av Pedralbes,4,52,21,8034
Av Pedralbes,4,55,21,8034
Av Pedralbes,4,56,21,8034
Victòria,1,51,4,8003
Victòria,1,51,4,8003
Margalló,5,1,22,8017
Margalló,5,1,22,8017
Vic,6,43,31,8006
Vic,6,43,31,8006
Cep,9,74,62,8027
Cep,9,77,62,8027
Vidal i Guasch,8,71,50,8042
Vidal i Guasch,8,70,50,8042
Vidal i Guasch,8,69,50,8042
Vidal i Guasch,8,68,50,8042
Vidal i Guasch,8,67,50,8042
Vidal i Guasch,8,70,50,8042
Vidal i Guasch,8,69,50,8042
Vidal i Guasch,8,68,50,8042
Vidal i Quadras,5,5,23,8017
Vidal i Quadras,5,5,23,8017
Vidal Valenciano,10,59,68,8005
Vidal Valenciano,10,59,68,8005
Vidiella,10,24,64,8026
Vidiella,10,24,64,8026
Vidrieria,1,45,4,8003
Vidrieria,1,45,4,8003
Vidre,1,29,2,8002
Vidre,1,29,2,8002
Vidriol,3,53,15,8014
Vidriol,3,53,15,8014
Camí Vell Pedrera,8,74,50,8042
Camí Vell Pedrera,8,74,50,8042
Vent,7,115,43,8031
Vent,7,106,43,8031
Vent,7,117,43,8031
Vent,7,116,43,8031
Vent,7,106,43,8031
Vent,7,116,43,8031
Vigatans,1,46,4,8003
Vigatans,1,46,4,8003
Vigatans,1,45,4,8003
Ptge Vila i Rosell,7,119,43,8032
Ptge Vila i Rosell,7,121,43,8032
Ptge Vila i Rosell,7,121,43,8032
Vila i Vilà,3,21,11,8004
Vila i Vilà,3,19,11,8004
Vila i Vilà,3,16,11,8004
Vila i Vilà,3,20,11,8004
Vila i Vilà,3,19,11,8004
Vila i Vilà,3,16,11,8004
Vila i Vilà,3,20,11,8004
Vila i Vilà,3,15,11,8004
Viladecans,3,59,16,8014
Viladecans,3,61,16,8014
Viladecavalls,8,108,54,8033
Viladecavalls,8,108,54,8033
Bda Viladecols,1,26,2,8002
Bda Viladecols,1,26,2,8002
Viladomat,2,171,10,8015
Viladomat,2,173,10,8015
Viladomat,2,168,10,8015
Viladomat,2,158,10,8015
Viladomat,2,159,10,8015
Viladomat,2,145,9,8015
Viladomat,2,142,9,8015
Viladomat,2,138,9,8015
Viladomat,2,121,9,8029
Viladomat,2,120,9,8029
Viladomat,2,115,9,8029
Viladomat,2,114,9,8029
Viladomat,2,111,9,8029
Viladomat,2,172,10,8015
Viladomat,2,168,10,8015
Viladomat,2,167,10,8015
Viladomat,2,160,10,8015
Viladomat,2,144,9,8015
Viladomat,2,143,9,8015
Viladomat,2,140,9,8015
Viladomat,2,121,9,8029
Viladomat,2,119,9,8029
Viladomat,2,116,9,8029
Viladomat,2,110,9,8029
Viladomat,2,167,10,8015
Viladomat,2,113,9,8029
Viladomat,2,161,10,8015
Viladomat,2,138,9,8015
Viladomat,2,140,9,8015
Viladrosa,8,75,51,8042
Viladrosa,8,76,51,8042
Viladrosa,8,75,51,8042
Viladrosa,8,77,51,8042
Vilafranca,6,33,31,8024
Vilafranca,6,32,31,8024
Vilafranca,6,31,31,8024
Vilageliu Gavaldà,3,32,13,8038
Vilageliu Gavaldà,3,32,13,8038
Vila Joiosa,1,34,3,8003
Vila Joiosa,1,38,3,8003
Vila Joiosa,1,34,3,8003
Vila Joiosa,1,38,3,8003
Vilamajor,9,10,59,8030
Vilamajor,9,10,59,8030
Vilamarí,2,150,10,8015
Vilamarí,2,149,9,8015
Vilamarí,2,148,9,8015
Vilamarí,2,133,9,8015
Vilamarí,2,129,9,8029
Vilamarí,2,154,10,8015
Vilamarí,2,151,10,8015
Vilamarí,2,149,9,8015
Vilamarí,2,148,9,8015
Vilamarí,2,135,9,8015
Vilamarí,2,134,9,8015
Vilamarí,2,129,9,8029
Vilamarí,2,134,9,8015
Vilamarí,2,129,9,8029
Vilamarí,2,132,9,8015
Vilamur,4,26,19,8014
Vilamur,4,25,19,8014
Vilamur,4,27,19,8014
Vilamur,4,26,19,8014
Vilamur,4,25,19,8014
Vilamur,4,27,19,8014
Vilana,5,30,24,8017
Vilana,5,31,25,8017
Vilana,5,30,24,8022
Vilana,5,31,25,8022
Av Vilanova,2,1,5,8018
Av Vilanova,1,55,4,8018
Av Vilanova,2,1,5,8018
Vilapicina,8,10,44,8031
Vilapicina,8,7,44,8031
Vilapicina,8,5,44,8031
Vilapicina,8,6,44,8031
Vilapicina,8,5,44,8031
Vilapicina,8,4,44,8031
Vilardell,3,51,15,8014
Vilardell,3,52,15,8014
Vilardell,3,53,15,8014
Vilardell,3,51,15,8014
Vilardell,3,52,15,8014
Vilardell,3,51,15,8014
Vilardell,3,52,15,8014
Vilardell,3,53,15,8014
Ptge Vilaret,2,28,6,8013
Ptge Vilaret,2,32,6,8013
Ptge Vilaret,2,28,6,8013
Ptge Vilaret,2,32,6,8013
Vilarós,5,38,25,8022
Vilarós,5,38,25,8022
Vilassar,3,61,16,8014
Vilassar,3,60,16,8014
Vila-seca,8,41,46,8031
Vila-seca,8,48,47,8031
Vila-seca,8,41,46,8031
Vila-seca,8,48,47,8031
Vila-seca,8,49,47,8031
Vila-seca,8,48,47,8031
Vila-seca,8,49,47,8031
Vilatorta,8,109,54,8033
Vilatorta,8,109,54,8033
Pl Vila de Madrid,1,22,2,8002
Pl Vila de Madrid,1,22,2,8002
Vilalba dels Arcs,8,49,47,8042
Vilalba dels Arcs,8,51,48,8042
Vilalba dels Arcs,8,50,48,8042
Vilalba dels Arcs,8,52,48,8042
Vilalba dels Arcs,8,51,48,8042
Villar,7,35,35,8041
Villar,7,36,35,8041
Villar,7,35,35,8041
Villar,7,36,35,8041
Vila-real,8,107,53,8033
Vila-real,8,107,53,8033
Villarroel,2,166,10,8011
Villarroel,2,165,10,8011
Villarroel,2,163,10,8011
Villarroel,2,95,8,8011
Villarroel,2,97,8,8011
Villarroel,2,100,8,8011
Villarroel,2,101,8,8036
Villarroel,2,103,8,8036
Villarroel,2,104,8,8036
Villarroel,2,108,8,8036
Villarroel,2,166,10,8011
Villarroel,2,165,10,8011
Villarroel,2,163,10,8011
Villarroel,2,94,8,8011
Villarroel,2,96,8,8011
Villarroel,2,99,8,8011
Villarroel,2,101,8,8036
Villarroel,2,103,8,8036
Villarroel,2,107,8,8036
Villarroel,2,105,8,8036
Villena,10,54,67,8005
Villena,10,54,67,8005
Vinaròs,1,38,3,8003
Vinaròs,1,34,3,8003
Vinaròs,1,34,3,8003
Vinaròs,1,38,3,8003
Vintró,9,42,60,8030
Vintró,9,44,60,8030
Ptge Vintró,10,40,65,8026
Ptge Vintró,10,40,65,8026
Vinya,7,34,35,8041
Vinya,7,34,35,8041
Vinya Llarga,9,4,57,8033
Vinya Llarga,9,2,57,8033
Vinyals,7,37,35,8041
Vinyals,7,31,35,8041
Vinyals,7,33,35,8041
Vinyals,7,31,35,8041
Vinyals,7,32,35,8041
Ptge Vinyassa,10,43,66,8005
Ptge Vinyassa,10,43,66,8005
Vinyar,8,93,52,8016
Vinyar,8,99,52,8016
Vinyar,8,92,52,8016
Vinyar,8,94,52,8016
Vinyar,8,99,52,8016
Violant d'Hongria,3,85,17,8028
Violant d'Hongria,3,86,18,8028
Violant d'Hongria,3,87,18,8028
Violant d'Hongria,3,110,18,8014
Violant d'Hongria,3,82,17,8028
Violant d'Hongria,3,93,18,8028
Violant d'Hongria,3,92,18,8028
Violant d'Hongria,3,110,18,8014
Violant d'Hongria,3,88,18,8028
Violant d'Hongria,3,85,17,8028
Violant d'Hongria,3,82,17,8028
Violant d'Hongria,3,88,18,8028
Verge,1,21,1,8001
Verge,1,21,1,8001
M Déu Desemparats,6,54,31,8012
M Déu Desemparats,6,55,31,8012
M Déu Desemparats,6,54,31,8012
M Déu Desemparats,6,55,31,8012
Mare Déu Carmel,5,97,27,8022
Mare Déu Carmel,5,96,27,8022
Mare Déu Carmel,5,98,27,8022
Mare Déu de Gràcia,5,83,27,8006
Mare Déu de Gràcia,5,83,27,8006
Mare Déu de Lorda,9,4,57,8033
Mare Déu de Lorda,9,4,57,8033
Mare Déu de Lorda,9,2,57,8033
Mare Déu de Lorda,9,2,57,8033
Azalea,5,1,22,8017
Azalea,5,1,22,8017
Av M Déu Montserra,6,24,30,8024
Av M Déu Montserra,7,20,34,8024
Av M Déu Montserra,7,20,34,8024
Av M Déu Montserra,7,27,35,8024
Av M Déu Montserra,7,30,35,8041
Av M Déu Montserra,7,50,35,8041
Av M Déu Montserra,7,47,35,8041
Av M Déu Montserra,6,24,30,8024
Av M Déu Montserra,7,19,33,8024
Av M Déu Montserra,7,16,33,8024
Av M Déu Montserra,7,15,33,8024
Av M Déu Montserra,7,38,35,8041
Av M Déu Montserra,7,37,35,8041
Av M Déu Montserra,7,32,35,8041
Av M Déu Montserra,7,31,35,8041
Av M Déu Montserra,7,46,35,8041
Av M Déu Montserra,7,26,34,8024
Av M Déu Montserra,7,29,35,8041
Pl Mare Déu Pau,5,46,25,8022
Pl Mare Déu Pau,5,46,25,8022
Mare Déu del Pilar,1,50,4,8003
Mare Déu del Pilar,1,50,4,8003
Mare Déu Salut,6,22,30,8024
Mare Déu Salut,6,24,30,8024
Mare Déu Salut,6,27,30,8024
Mare Déu Salut,6,26,30,8024
Mare Déu Salut,6,24,30,8024
Virgili,9,20,60,8030
Virgili,9,22,60,8030
Virgili,9,17,60,8030
Virgili,9,23,60,8030
Virgili,9,19,60,8030
Virgili,9,18,60,8030
Virgili,9,17,60,8030
Viriat,3,107,18,8014
Viriat,3,106,18,8014
Ptge Virreina,1,19,1,8001
Ptge Virreina,1,19,1,8001
Pl Virreina,6,52,31,8024
Pl Virreina,6,52,31,8024
Pl Virrei Amat,8,11,44,8031
Pl Virrei Amat,8,38,46,8031
Pl Virrei Amat,8,14,44,8016
Pl Virrei Amat,8,13,44,8016
Pl Virrei Amat,8,11,44,8031
Pl Virrei Amat,8,24,45,8016
Pl Virrei Amat,8,14,44,8016
Pl Virrei Amat,8,13,44,8016
Virtut,6,50,31,8012
Virtut,6,50,31,8012
Vista Bella,5,32,25,8022
Vista Bella,5,33,25,8022
Vista Bella,5,32,25,8022
Vista Bella,5,33,25,8022
Vistalegre,1,10,1,8001
Vistalegre,1,10,1,8001
Ctra Vista-rica,7,90,39,8035
Ctra Vista-rica,7,90,39,8035
Biure,8,48,47,8031
Biure,8,48,47,8031
Viver,7,90,39,8035
Viver,7,90,39,8035
Biscaia,10,29,65,8027
Biscaia,9,95,63,8027
Biscaia,9,90,63,8027
Biscaia,9,88,63,8027
Biscaia,9,87,63,8027
Biscaia,9,86,63,8027
Biscaia,9,84,63,8027
Biscaia,9,82,62,8027
Biscaia,10,30,65,8027
Biscaia,10,29,65,8027
Biscaia,9,94,63,8027
Biscaia,9,93,63,8027
Biscaia,9,90,63,8027
Biscaia,9,89,63,8027
Biscaia,9,86,63,8027
Biscaia,9,83,63,8027
Biscaia,9,82,62,8027
Rbla Volart,10,6,64,8041
Rbla Volart,7,40,35,8041
Rbla Volart,7,38,35,8041
Rbla Volart,7,35,35,8041
Rbla Volart,7,37,35,8041
Rbla Volart,7,41,35,8041
Rbla Volart,7,36,35,8041
Doctor Trueta,10,54,67,8005
Doctor Trueta,10,53,67,8005
Doctor Trueta,10,56,68,8005
Doctor Trueta,10,57,68,8005
Doctor Trueta,10,61,68,8005
Doctor Trueta,10,53,67,8005
Doctor Trueta,10,52,67,8005
Doctor Trueta,10,56,68,8005
Doctor Trueta,10,60,68,8005
Doctor Trueta,10,54,67,8005
Doctor Trueta,10,52,67,8005
Doctor Trueta,10,57,68,8005
Pl Wagner,5,57,26,8021
Pl Wagner,5,57,26,8021
Washington,10,39,65,8018
Washington,10,38,65,8018
Watt,3,106,18,8014
Watt,3,106,18,8014
Wellington,1,43,4,8003
Wellington,10,47,66,8018
Wellington,10,45,66,8018
Wellington,10,51,67,8005
Wellington,10,48,66,8005
Wellington,10,45,66,8018
Wellington,10,54,67,8005
Guifré,1,14,1,8001
Guifré,1,17,1,8001
Guitard,3,107,18,8014
Guitard,3,111,18,8014
Guitard,3,112,18,8014
Guitard,4,5,19,8014
Guitard,3,112,18,8014
Guitard,4,5,19,8014
Guitard,4,8,19,8014
Guitard,4,9,19,8014
Guitard,3,107,18,8014
Guitard,3,111,18,8014
Guitard,3,112,18,8014
Guitard,4,2,19,8014
Guitard,4,7,19,8014
Guitard,4,4,19,8014
Xandri,9,40,60,8030
Xandri,9,40,60,8030
Pl Xandri,9,40,60,8030
Pl Xandri,9,40,60,8030
Xavier Nogués,10,84,70,8019
Xavier Nogués,10,84,70,8019
Xifré,10,17,64,8026
Xifré,10,14,64,8026
Xifré,10,15,64,8026
Xifré,10,12,64,8026
Xifré,10,10,64,8026
Xifré,10,14,64,8026
Xifré,10,13,64,8026
Xifré,10,10,64,8026
Xifré,10,13,64,8026
Ptge Xinxó,7,73,37,8032
Ptge Xinxó,7,73,37,8032
Xiquets de Valls,6,50,31,8012
Xiquets de Valls,6,50,31,8012
Xuclà,1,20,1,8001
Xuclà,1,20,1,8001
Iecla,3,39,13,8038
Iecla,3,39,13,8038
Y Zona Franca,3,25,12,8040
Y Zona Franca,3,25,12,8040
Illas i Vidal,5,41,25,8022
Illas i Vidal,5,41,25,8022
Amnistia Internaci,3,28,13,8038
Amnistia Internaci,3,28,13,8038
Z Zona Franca,3,25,12,8040
Z Zona Franca,3,25,12,8040
Zamora,10,52,67,8005
Zamora,10,43,66,8005
Zamora,10,52,67,8005
Zamora,10,43,66,8005
Saragossa,5,81,27,8006
Saragossa,5,80,27,8006
Saragossa,5,86,27,8006
Saragossa,5,88,27,8023
Saragossa,5,82,27,8006
Saragossa,5,85,27,8006
Saragossa,5,88,27,8023
Pg Zona Franca,3,25,12,8040
Pg Zona Franca,3,30,13,8038
Pg Zona Franca,3,28,13,8038
Pg Zona Franca,3,25,12,8038
Pg Zona Franca,3,32,13,8038
Pg Zona Franca,3,31,13,8038
Pg Zona Franca,3,34,13,8038
Pg Zona Franca,3,211,13,8038
Pg Zona Franca,3,35,13,8038
Pg Zona Franca,3,212,13,8038
Pg Zona Franca,3,35,13,8038
Pg Zona Franca,3,212,13,8038
Pg Zona Franca,3,36,13,8038
Zuloaga,7,94,40,8035
Riego,3,105,18,8014
Riego,3,106,18,8014
Pl Zurbarán,7,94,40,8035
Pl Zurbarán,7,94,40,8035
Número 1,3,25,12,8040
Número 1,3,25,12,8040
Número 2,3,25,12,8040
Número 2,3,25,12,8040
Número 3,3,25,12,8040
Número 3,3,25,12,8040
Número 4,3,25,12,8040
Número 4,3,25,12,8039
Número 5,3,25,12,8040
Número 5,3,25,12,8040
Número 6,3,25,12,8040
Número 6,3,25,12,8040
Número 11,3,25,12,8040
Número 40,3,25,12,8040
Número 40,3,25,12,8040
Número 41,3,25,12,8040
Número 41,3,25,12,8040
Número 42,3,25,12,8040
Número 42,3,25,12,8040
Número 43,3,25,12,8040
Número 43,3,25,12,8040
Número 50,3,25,12,8040
Número 50,3,25,12,8040
Número 60,3,25,12,8040
Número 60,3,25,12,8040
Número 61,3,25,12,8040
Número 61,3,25,12,8040
Número 62,3,25,12,8040
Número 62,3,25,12,8040
E.M. Catalunya M T,2,77,7,8002
E.M. Palau Reial,4,49,20,8028
E.M. Universitat,2,164,10,8007
Moll Adossat,3,25,12,8039
Moll Adossat,3,25,12,8039
Moll Álvarez Campa,3,25,12,8039
Moll Álvarez Campa,3,25,12,8039
Moll Balears,1,32,3,8039
Moll Barcelona,1,1,1,8039
Moll Barcelona,1,1,1,8039
Moll Barceloneta,1,32,3,8039
Moll Bosch Alsina,1,30,2,8039
Moll Catalunya,1,32,3,8039
Moll Contradic,3,25,12,8039
Moll Contradic,3,25,12,8039
Moll Costa,3,25,12,8039
Moll Espanya,1,30,2,8039
Moll Espanya,1,30,2,8039
Moll Inflamables,3,25,12,8039
Moll Inflamables,3,25,12,8039
Moll Lepant,3,25,12,8039
Moll Llevant,1,32,3,8039
Moll Llevant,1,32,3,8039
Moll Nou,1,32,3,8039
Moll Occidental,1,32,3,8039
Moll Oriental,1,32,3,8039
Moll Oriental,1,32,3,8039
Moll Pescadors,1,32,3,8039
Moll Pescadors,1,32,3,8039
Moll Ponent,3,25,12,8039
Moll Prínc Espanya,3,25,12,8039
Moll Prínc Espanya,3,25,12,8039
Moll Rellotge,1,32,3,8039
Moll Sant Bertran,3,25,12,8039
Moll Sud,3,25,12,8038
Moll Sud,3,25,12,8039
Ctra C Nord Tram 6,3,25,12,8040
Ctra C Nord Tram 6,3,25,12,8040
Josep Finestres,9,15,59,8030
Josep Finestres,9,14,59,8030
Josep Finestres,9,15,59,8030
Pl John F. Kennedy,5,35,25,8022
Torà,10,133,73,8020
Torà,10,133,73,8020
Pl Karl Marx,8,59,48,8042
Pl Karl Marx,7,103,43,8035
Pl Karl Marx,8,60,49,8042
Pl Karl Marx,7,103,43,8035
Pl Joan Amades,1,18,1,8001
Pl Joan Amades,1,18,1,8001
Plta Avis,8,31,45,8016
Plta Avis,8,30,45,8016
Pl Charlie Rivel,8,73,50,8042
Pl Charlie Rivel,8,73,50,8042
Pg Andreu Nin,8,29,45,8016
Pg Andreu Nin,8,29,45,8016
Almacelles,10,133,73,8020
Almacelles,10,133,73,8020
